,url,host_type,major_releases
603,deb://Debian/packages/python-pysnmp4-mibs,deb,0
604,deb://Debian/packages/python-pysqlite2,deb,0
605,deb://Debian/packages/python-pytimeparse,deb,0
606,deb://Debian/packages/python-pyvmomi,deb,0
607,deb://Debian/packages/python-rcssmin,deb,0
608,deb://Debian/packages/python-rednose,deb,0
609,deb://Debian/packages/python-reno,deb,0
610,deb://Debian/packages/python-reportlab,deb,0
611,deb://Debian/packages/python-requestbuilder,deb,0
612,deb://Debian/packages/python-requests-kerberos,deb,0
613,deb://Debian/packages/python-requests-mock,deb,0
614,deb://Debian/packages/python-requests-unixsocket,deb,0
615,deb://Debian/packages/python-requestsexceptions,deb,0
616,deb://Debian/packages/python-restructuredtext-lint,deb,0
617,deb://Debian/packages/python-retrying,deb,0
618,deb://Debian/packages/python-rfc3986,deb,0
619,deb://Debian/packages/python-rjsmin,deb,0
620,deb://Debian/packages/python-roman,deb,0
621,deb://Debian/packages/python-rtree,deb,0
622,deb://Debian/packages/python-rtslib-fb,deb,0
623,deb://Debian/packages/python-saharaclient,deb,0
624,deb://Debian/packages/python-scciclient,deb,0
625,deb://Debian/packages/python-scipy,deb,0
626,deb://Debian/packages/python-seamicroclient,deb,0
627,deb://Debian/packages/python-semantic-version,deb,0
628,deb://Debian/packages/python-semver,deb,0
629,deb://Debian/packages/python-senlinclient,deb,0
630,deb://Debian/packages/python-sentinels,deb,0
631,deb://Debian/packages/python-setuptools,deb,0
632,deb://Debian/packages/python-shapely,deb,0
633,deb://Debian/packages/python-simpy,deb,0
634,deb://Debian/packages/python-snuggs,deb,0
635,deb://Debian/packages/python-soappy,deb,0
636,deb://Debian/packages/python-sockjs-tornado,deb,0
637,deb://Debian/packages/python-sphinxcontrib.plantuml,deb,0
638,deb://Debian/packages/python-sqlalchemy-utils,deb,0
639,deb://Debian/packages/python-sqlite,deb,0
640,deb://Debian/packages/python-statsd,deb,0
641,deb://Debian/packages/python-stdnum,deb,0
642,deb://Debian/packages/python-stetl,deb,0
643,deb://Debian/packages/python-stringtemplate3,deb,0
644,deb://Debian/packages/python-sure,deb,0
645,deb://Debian/packages/python-swiftclient,deb,0
646,deb://Debian/packages/python-systemd,deb,0
647,deb://Debian/packages/python-sysv-ipc,deb,0
648,deb://Debian/packages/python-tablib,deb,0
649,deb://Debian/packages/python-taskflow,deb,0
650,deb://Debian/packages/python-tcpwrap,deb,0
651,deb://Debian/packages/python-tempita,deb,0
652,deb://Debian/packages/python-termcolor,deb,0
653,deb://Debian/packages/python-termstyle,deb,0
654,deb://Debian/packages/python-testscenarios,deb,0
655,deb://Debian/packages/python-testtools,deb,0
656,deb://Debian/packages/python-textile,deb,0
657,deb://Debian/packages/python-toml,deb,0
658,deb://Debian/packages/python-tooz,deb,0
659,deb://Debian/packages/python-tosca-parser,deb,0
660,deb://Debian/packages/python-traceback2,deb,0
661,deb://Debian/packages/python-trollius,deb,0
662,deb://Debian/packages/python-troveclient,deb,0
663,deb://Debian/packages/python-tuskarclient,deb,0
664,deb://Debian/packages/python-twitter,deb,0
665,deb://Debian/packages/python-txaio,deb,0
666,deb://Debian/packages/python-tz,deb,0
667,deb://Debian/packages/python-ucltip,deb,0
668,deb://Debian/packages/python-utmp,deb,0
669,deb://Debian/packages/python-virtualenv,deb,0
670,deb://Debian/packages/python-visual,deb,0
671,deb://Debian/packages/python-vobject,deb,0
672,deb://Debian/packages/python-wadllib,deb,0
673,deb://Debian/packages/python-waiting,deb,0
674,deb://Debian/packages/python-warlock,deb,0
675,deb://Debian/packages/python-weakrefmethod,deb,0
676,deb://Debian/packages/python-weberror,deb,0
677,deb://Debian/packages/python-webob,deb,0
678,deb://Debian/packages/python-werkzeug,deb,0
679,deb://Debian/packages/python-whiteboard,deb,0
680,deb://Debian/packages/python-whoosh,deb,0
681,deb://Debian/packages/python-wrapt,deb,0
682,deb://Debian/packages/python-wsgi-intercept,deb,0
683,deb://Debian/packages/python-wsme,deb,0
684,deb://Debian/packages/python-xattr,deb,0
685,deb://Debian/packages/python-xlib,deb,0
686,deb://Debian/packages/python-xmpp,deb,0
687,deb://Debian/packages/python-xstatic,deb,0
688,deb://Debian/packages/python-xstatic-angular,deb,0
689,deb://Debian/packages/python-xstatic-angular-bootstrap,deb,0
690,deb://Debian/packages/python-xstatic-angular-gettext,deb,0
691,deb://Debian/packages/python-xstatic-angular-lrdragndrop,deb,0
692,deb://Debian/packages/python-xstatic-bootstrap-datepicker,deb,0
693,deb://Debian/packages/python-xstatic-bootstrap-scss,deb,0
694,deb://Debian/packages/python-xstatic-bootswatch,deb,0
695,deb://Debian/packages/python-xstatic-d3,deb,0
696,deb://Debian/packages/python-xstatic-font-awesome,deb,0
697,deb://Debian/packages/python-xstatic-hogan,deb,0
698,deb://Debian/packages/python-xstatic-jasmine,deb,0
699,deb://Debian/packages/python-xstatic-jquery,deb,0
700,deb://Debian/packages/python-xstatic-jquery-migrate,deb,0
701,deb://Debian/packages/python-xstatic-jquery-ui,deb,0
702,deb://Debian/packages/python-xstatic-jquery.quicksearch,deb,0
703,deb://Debian/packages/python-xstatic-jquery.tablesorter,deb,0
704,deb://Debian/packages/python-xstatic-jsencrypt,deb,0
705,deb://Debian/packages/python-xstatic-magic-search,deb,0
706,deb://Debian/packages/python-xstatic-mdi,deb,0
707,deb://Debian/packages/python-xstatic-qunit,deb,0
708,deb://Debian/packages/python-xstatic-rickshaw,deb,0
709,deb://Debian/packages/python-xstatic-roboto-fontface,deb,0
710,deb://Debian/packages/python-xstatic-smart-table,deb,0
711,deb://Debian/packages/python-xstatic-spin,deb,0
712,deb://Debian/packages/python-xstatic-term.js,deb,0
713,deb://Debian/packages/python-xvfbwrapper,deb,0
714,deb://Debian/packages/python-yaql,deb,0
715,deb://Debian/packages/python-yenc,deb,0
716,deb://Debian/packages/python-zake,deb,0
717,deb://Debian/packages/python-zaqarclient,deb,0
718,deb://Debian/packages/python3-proselint,deb,0
719,deb://Debian/packages/pythoncad,deb,0
720,deb://Debian/packages/pyvnc2swf,deb,0
721,deb://Debian/packages/pywps,deb,0
722,deb://Debian/packages/pyzor,deb,0
723,deb://Debian/packages/qbzr,deb,0
724,deb://Debian/packages/qct,deb,0
725,deb://Debian/packages/qemu,deb,0
726,deb://Debian/packages/qemuctl,deb,0
727,deb://Debian/packages/quodlibet,deb,0
728,deb://Debian/packages/radicale,deb,0
729,deb://Debian/packages/radiotray,deb,0
730,deb://Debian/packages/rainbow,deb,0
731,deb://Debian/packages/ranger,deb,0
732,deb://Debian/packages/rapid-photo-downloader,deb,0
733,deb://Debian/packages/rasterio,deb,0
734,deb://Debian/packages/rawdog,deb,0
735,deb://Debian/packages/rdiff-backup,deb,0
736,deb://Debian/packages/rebuildd,deb,0
737,deb://Debian/packages/relational,deb,0
738,deb://Debian/packages/renpy,deb,0
739,deb://Debian/packages/reportbug,deb,0
740,deb://Debian/packages/retext,deb,0
741,deb://Debian/packages/rhinote,deb,0
742,deb://Debian/packages/rpl,deb,0
743,deb://Debian/packages/rss2email,deb,0
744,deb://Debian/packages/rubber,deb,0
745,deb://Debian/packages/s3cmd,deb,0
746,deb://Debian/packages/sabnzbdplus,deb,0
747,deb://Debian/packages/sagemath,deb,0
748,deb://Debian/packages/sahara,deb,0
749,deb://Debian/packages/schroot,deb,0
750,deb://Debian/packages/scolasync,deb,0
751,deb://Debian/packages/scons,deb,0
752,deb://Debian/packages/screenkey,deb,0
753,deb://Debian/packages/seahorse-adventures,deb,0
754,deb://Debian/packages/selinux-basics,deb,0
755,deb://Debian/packages/sgmltools-lite,deb,0
756,deb://Debian/packages/shoogle,deb,0
757,deb://Debian/packages/singularity,deb,0
758,deb://Debian/packages/sinntp,deb,0
759,deb://Debian/packages/slingshot,deb,0
760,deb://Debian/packages/smem,deb,0
761,deb://Debian/packages/snowballz,deb,0
762,deb://Debian/packages/solarwolf,deb,0
763,deb://Debian/packages/solfege,deb,0
764,deb://Debian/packages/sonata,deb,0
765,deb://Debian/packages/songwrite,deb,0
766,deb://Debian/packages/sortsmill-tools,deb,0
767,deb://Debian/packages/soundconverter,deb,0
768,deb://Debian/packages/spades,deb,0
769,deb://Debian/packages/spambayes,deb,0
770,deb://Debian/packages/spectacle,deb,0
771,deb://Debian/packages/spyder,deb,0
772,deb://Debian/packages/ssake,deb,0
773,deb://Debian/packages/sshfp,deb,0
774,deb://Debian/packages/stgit,deb,0
775,deb://Debian/packages/streamtuner2,deb,0
776,deb://Debian/packages/subdownloader,deb,0
777,deb://Debian/packages/subunit,deb,0
778,deb://Debian/packages/subversion,deb,0
779,deb://Debian/packages/sugar-calculate-activity,deb,0
780,deb://Debian/packages/supervisor,deb,0
781,deb://Debian/packages/supybot,deb,0
782,deb://Debian/packages/svgtune,deb,0
783,deb://Debian/packages/svn-load,deb,0
784,deb://Debian/packages/svn-workbench,deb,0
785,deb://Debian/packages/svnmailer,deb,0
786,deb://Debian/packages/swaml,deb,0
787,deb://Debian/packages/swap-cwm,deb,0
788,deb://Debian/packages/swauth,deb,0
789,deb://Debian/packages/swift,deb,0
790,deb://Debian/packages/swift-bench,deb,0
791,deb://Debian/packages/synopsis,deb,0
792,deb://Debian/packages/taskcoach,deb,0
793,deb://Debian/packages/tcvt,deb,0
794,deb://Debian/packages/tegaki-recognize,deb,0
795,deb://Debian/packages/tegaki-train,deb,0
796,deb://Debian/packages/tempest,deb,0
797,deb://Debian/packages/terminator,deb,0
798,deb://Debian/packages/tessa,deb,0
799,deb://Debian/packages/testrepository,deb,0
800,deb://Debian/packages/thuban,deb,0
801,deb://Debian/packages/tilecache,deb,0
802,deb://Debian/packages/tilestache,deb,0
803,deb://Debian/packages/tinyeartrainer,deb,0
804,deb://Debian/packages/tinywm,deb,0
805,deb://Debian/packages/tortoisehg,deb,0
806,deb://Debian/packages/totalopenstation,deb,0
807,deb://Debian/packages/trac,deb,0
808,deb://Debian/packages/translate-toolkit,deb,0
809,deb://Debian/packages/trash-cli,deb,0
810,deb://Debian/packages/treeline,deb,0
811,deb://Debian/packages/trimage,deb,0
812,deb://Debian/packages/tritium,deb,0
813,deb://Debian/packages/tryton-client,deb,0
814,deb://Debian/packages/tryton-modules-account,deb,0
815,deb://Debian/packages/tryton-modules-account-asset,deb,0
816,deb://Debian/packages/tryton-modules-account-be,deb,0
817,deb://Debian/packages/tryton-modules-account-credit-limit,deb,0
818,deb://Debian/packages/tryton-modules-account-de-skr03,deb,0
819,deb://Debian/packages/tryton-modules-account-deposit,deb,0
820,deb://Debian/packages/tryton-modules-account-dunning,deb,0
821,deb://Debian/packages/tryton-modules-account-dunning-letter,deb,0
822,deb://Debian/packages/tryton-modules-account-fr,deb,0
823,deb://Debian/packages/tryton-modules-account-invoice,deb,0
824,deb://Debian/packages/tryton-modules-account-invoice-history,deb,0
825,deb://Debian/packages/tryton-modules-account-invoice-line-standalone,deb,0
826,deb://Debian/packages/tryton-modules-account-invoice-stock,deb,0
827,deb://Debian/packages/tryton-modules-account-payment,deb,0
828,deb://Debian/packages/tryton-modules-account-payment-clearing,deb,0
829,deb://Debian/packages/tryton-modules-account-payment-sepa,deb,0
830,deb://Debian/packages/tryton-modules-account-payment-sepa-cfonb,deb,0
831,deb://Debian/packages/tryton-modules-account-product,deb,0
832,deb://Debian/packages/tryton-modules-account-statement,deb,0
833,deb://Debian/packages/tryton-modules-account-stock-anglo-saxon,deb,0
834,deb://Debian/packages/tryton-modules-account-stock-continental,deb,0
835,deb://Debian/packages/tryton-modules-account-stock-landed-cost,deb,0
836,deb://Debian/packages/tryton-modules-account-stock-landed-cost-weight,deb,0
837,deb://Debian/packages/tryton-modules-account-tax-rule-country,deb,0
838,deb://Debian/packages/tryton-modules-analytic-account,deb,0
839,deb://Debian/packages/tryton-modules-analytic-invoice,deb,0
840,deb://Debian/packages/tryton-modules-analytic-purchase,deb,0
841,deb://Debian/packages/tryton-modules-analytic-sale,deb,0
842,deb://Debian/packages/tryton-modules-bank,deb,0
843,deb://Debian/packages/tryton-modules-carrier,deb,0
844,deb://Debian/packages/tryton-modules-carrier-percentage,deb,0
845,deb://Debian/packages/tryton-modules-carrier-weight,deb,0
846,deb://Debian/packages/tryton-modules-commission,deb,0
847,deb://Debian/packages/tryton-modules-commission-waiting,deb,0
848,deb://Debian/packages/tryton-modules-company,deb,0
849,deb://Debian/packages/tryton-modules-company-work-time,deb,0
850,deb://Debian/packages/tryton-modules-country,deb,0
851,deb://Debian/packages/tryton-modules-currency,deb,0
852,deb://Debian/packages/tryton-modules-customs,deb,0
853,deb://Debian/packages/tryton-modules-dashboard,deb,0
854,deb://Debian/packages/tryton-modules-google-maps,deb,0
855,deb://Debian/packages/tryton-modules-ldap-authentication,deb,0
856,deb://Debian/packages/tryton-modules-party,deb,0
857,deb://Debian/packages/tryton-modules-party-relationship,deb,0
858,deb://Debian/packages/tryton-modules-party-siret,deb,0
859,deb://Debian/packages/tryton-modules-product,deb,0
860,deb://Debian/packages/tryton-modules-product-attribute,deb,0
861,deb://Debian/packages/tryton-modules-product-classification,deb,0
862,deb://Debian/packages/tryton-modules-product-classification-taxonomic,deb,0
863,deb://Debian/packages/tryton-modules-product-cost-fifo,deb,0
864,deb://Debian/packages/tryton-modules-product-cost-history,deb,0
865,deb://Debian/packages/tryton-modules-product-measurements,deb,0
866,deb://Debian/packages/tryton-modules-product-price-list,deb,0
867,deb://Debian/packages/tryton-modules-production,deb,0
868,deb://Debian/packages/tryton-modules-production-routing,deb,0
869,deb://Debian/packages/tryton-modules-production-work,deb,0
870,deb://Debian/packages/tryton-modules-project,deb,0
871,deb://Debian/packages/tryton-modules-project-invoice,deb,0
872,deb://Debian/packages/tryton-modules-project-plan,deb,0
873,deb://Debian/packages/tryton-modules-project-revenue,deb,0
874,deb://Debian/packages/tryton-modules-purchase,deb,0
875,deb://Debian/packages/tryton-modules-purchase-invoice-line-standalone,deb,0
876,deb://Debian/packages/tryton-modules-purchase-request,deb,0
877,deb://Debian/packages/tryton-modules-purchase-shipment-cost,deb,0
878,deb://Debian/packages/tryton-modules-sale,deb,0
879,deb://Debian/packages/tryton-modules-sale-complaint,deb,0
880,deb://Debian/packages/tryton-modules-sale-credit-limit,deb,0
881,deb://Debian/packages/tryton-modules-sale-extra,deb,0
882,deb://Debian/packages/tryton-modules-sale-invoice-grouping,deb,0
883,deb://Debian/packages/tryton-modules-sale-opportunity,deb,0
884,deb://Debian/packages/tryton-modules-sale-price-list,deb,0
885,deb://Debian/packages/tryton-modules-sale-promotion,deb,0
886,deb://Debian/packages/tryton-modules-sale-shipment-cost,deb,0
887,deb://Debian/packages/tryton-modules-sale-shipment-grouping,deb,0
888,deb://Debian/packages/tryton-modules-sale-stock-quantity,deb,0
889,deb://Debian/packages/tryton-modules-sale-supply,deb,0
890,deb://Debian/packages/tryton-modules-sale-supply-drop-shipment,deb,0
891,deb://Debian/packages/tryton-modules-stock,deb,0
892,deb://Debian/packages/tryton-modules-stock-forecast,deb,0
893,deb://Debian/packages/tryton-modules-stock-inventory-location,deb,0
894,deb://Debian/packages/tryton-modules-stock-location-sequence,deb,0
895,deb://Debian/packages/tryton-modules-stock-lot,deb,0
896,deb://Debian/packages/tryton-modules-stock-lot-sled,deb,0
897,deb://Debian/packages/tryton-modules-stock-package,deb,0
898,deb://Debian/packages/tryton-modules-stock-product-location,deb,0
899,deb://Debian/packages/tryton-modules-stock-split,deb,0
900,deb://Debian/packages/tryton-modules-stock-supply,deb,0
901,deb://Debian/packages/tryton-modules-stock-supply-day,deb,0
902,deb://Debian/packages/tryton-modules-stock-supply-forecast,deb,0
903,deb://Debian/packages/tryton-modules-stock-supply-production,deb,0
904,deb://Debian/packages/tryton-modules-timesheet,deb,0
905,deb://Debian/packages/tryton-modules-timesheet-cost,deb,0
906,deb://Debian/packages/tryton-proteus,deb,0
907,deb://Debian/packages/tryton-server,deb,0
908,deb://Debian/packages/tumgreyspf,deb,0
909,deb://Debian/packages/twms,deb,0
910,deb://Debian/packages/txt2tags,deb,0
911,deb://Debian/packages/ubuntu-dev-tools,deb,0
912,deb://Debian/packages/ufw,deb,0
913,deb://Debian/packages/unattended-upgrades,deb,0
914,deb://Debian/packages/unicode,deb,0
915,deb://Debian/packages/unoconv,deb,0
916,deb://Debian/packages/urlscan,deb,0
917,deb://Debian/packages/urlwatch,deb,0
918,deb://Debian/packages/user-mode-linux,deb,0
919,deb://Debian/packages/user-mode-linux-doc,deb,0
920,deb://Debian/packages/util-vserver,deb,0
921,deb://Debian/packages/veusz,deb,0
922,deb://Debian/packages/viewvc,deb,0
923,deb://Debian/packages/virt-manager,deb,0
924,deb://Debian/packages/virt-top,deb,0
925,deb://Debian/packages/virt-viewer,deb,0
926,deb://Debian/packages/virt-what,deb,0
927,deb://Debian/packages/virtaal,deb,0
928,deb://Debian/packages/virtualbox,deb,0
929,deb://Debian/packages/vmdebootstrap,deb,0
930,deb://Debian/packages/vmfs-tools,deb,0
931,deb://Debian/packages/vmware-manager,deb,0
932,deb://Debian/packages/vzctl,deb,0
933,deb://Debian/packages/vzquota,deb,0
934,deb://Debian/packages/wajig,deb,0
935,deb://Debian/packages/wammu,deb,0
936,deb://Debian/packages/wapiti,deb,0
937,deb://Debian/packages/weather-util,deb,0
938,deb://Debian/packages/webcheck,deb,0
939,deb://Debian/packages/whichwayisup,deb,0
940,deb://Debian/packages/wicd,deb,0
941,deb://Debian/packages/wifi-radar,deb,0
942,deb://Debian/packages/wiki2beamer,deb,0
943,deb://Debian/packages/winpdb,deb,0
944,deb://Debian/packages/woof,deb,0
945,deb://Debian/packages/wotsap,deb,0
946,deb://Debian/packages/wxglade,deb,0
947,deb://Debian/packages/xcircuit,deb,0
948,deb://Debian/packages/xdelta3,deb,0
949,deb://Debian/packages/xdot,deb,0
950,deb://Debian/packages/xen-tools,deb,0
951,deb://Debian/packages/xkcdpass,deb,0
952,deb://Debian/packages/xmldiff,deb,0
953,deb://Debian/packages/xonsh,deb,0
954,deb://Debian/packages/xtalk,deb,0
955,deb://Debian/packages/yagtd,deb,0
956,deb://Debian/packages/yapps2,deb,0
957,deb://Debian/packages/yokadi,deb,0
958,deb://Debian/packages/yorick-cubeview,deb,0
959,deb://Debian/packages/youtube-dl,deb,0
960,deb://Debian/packages/yum,deb,0
961,deb://Debian/packages/zeroinstall-injector,deb,0
962,deb://Debian/packages/zim,deb,0
963,deb://Debian/packages/zope-replacesupport,deb,0
964,https://github.com/0rpc/zerorpc-python,git,0
965,https://github.com/0x5e/wechat-deleted-friends,git,0
966,https://github.com/0xAX/linux-insides,git,0
967,https://github.com/10se1ucgo/DisableWinTracking,git,0
968,https://github.com/3b1b/manim,git,0
969,https://github.com/521xueweihan/HelloGitHub,git,0
970,https://github.com/AKSHAYUBHAT/DeepVideoAnalytics,git,0
971,https://github.com/AlessandroZ/LaZagne,git,0
972,https://github.com/AppScale/appscale,git,0
973,https://github.com/Bitmessage/PyBitmessage,git,0
974,https://github.com/Cadene/pretrained-models.pytorch,git,0
975,https://github.com/CharlesShang/FastMaskRCNN,git,0
976,https://github.com/ClusterHQ/flocker,git,0
977,https://github.com/Conchylicultor/DeepQA,git,0
978,https://github.com/CoreyMSchafer/code_snippets,git,0
979,https://github.com/CouchPotato/CouchPotatoServer,git,0
980,https://github.com/DEAP/deap,git,0
981,https://github.com/DanMcInerney/LANs.py,git,0
982,https://github.com/DanMcInerney/wifijammer,git,0
983,https://github.com/DistrictDataLabs/yellowbrick,git,0
984,https://github.com/Dman95/SASM,git,1
985,https://github.com/ElasticHQ/elasticsearch-HQ,git,0
986,https://github.com/Eloston/ungoogled-chromium,git,0
987,https://github.com/EpistasisLab/tpot,git,0
988,https://github.com/Featuretools/featuretools,git,0
989,https://github.com/Fewbytes/rubber-docker,git,0
990,https://github.com/Gallopsled/pwntools,git,1
991,https://github.com/GoogleCloudPlatform/python-docs-samples,git,0
992,https://github.com/Guake/guake,git,0
993,https://github.com/HIPS/autograd,git,0
994,https://github.com/HelloZeroNet/ZeroNet,git,0
995,https://github.com/Hironsan/BossSensor,git,0
996,https://github.com/HypothesisWorks/hypothesis,git,0
997,https://github.com/Jahaja/psdash,git,0
998,https://github.com/JakeWharton/pidcat,git,1
999,https://github.com/JuanPotato/Legofy,git,0
1000,https://github.com/Julian/jsonschema,git,0
1001,https://github.com/Kinto/kinto,git,0
1002,https://github.com/Kozea/WeasyPrint,git,0
1003,https://github.com/Lasagne/Lasagne,git,0
1004,https://github.com/LionSec/katoolin,git,0
1005,https://github.com/LiuXingMing/SinaSpider,git,0
1006,https://github.com/LonamiWebs/Telethon,git,0
1007,https://github.com/LuminosoInsight/python-ftfy,git,0
1008,https://github.com/MagicStack/asyncpg,git,0
1009,https://github.com/MagicStack/uvloop,git,0
1010,https://github.com/Manisso/fsociety,git,0
1011,https://github.com/MechanicalSoup/MechanicalSoup,git,0
1012,https://github.com/Miserlou/Zappa,git,0
1013,https://github.com/MobSF/Mobile-Security-Framework-MobSF,git,0
1014,https://github.com/MobileChromeApps/mobile-chrome-apps,git,0
1015,https://github.com/MongoEngine/mongoengine,git,1
1016,https://github.com/MorvanZhou/Reinforcement-learning-with-tensorflow,git,0
1017,https://github.com/MorvanZhou/Tensorflow-Tutorial,git,0
1018,https://github.com/MorvanZhou/tutorials,git,0
1019,https://github.com/MrS0m30n3/youtube-dl-gui,git,0
1020,https://github.com/MycroftAI/mycroft-core,git,0
1021,https://github.com/NervanaSystems/neon,git,0
1022,https://github.com/Netflix/security_monkey,git,0
1023,https://github.com/Newmu/dcgan_code,git,0
1024,https://github.com/OpenMined/PySyft,git,0
1025,https://github.com/P0cL4bs/WiFi-Pumpkin,git,0
1026,https://github.com/PaddlePaddle/models,git,0
1027,https://github.com/PeterDing/iScript,git,0
1028,https://github.com/PokemonGoF/PokemonGo-Bot,git,0
1029,https://github.com/PyCQA/pycodestyle,git,0
1030,https://github.com/PyCQA/pylint,git,0
1031,https://github.com/PyGithub/PyGithub,git,1
1032,https://github.com/Pylons/pyramid,git,0
1033,https://github.com/QUANTAXIS/QUANTAXIS,git,0
1034,https://github.com/QingdaoU/OnlineJudge,git,0
1035,https://github.com/RaRe-Technologies/gensim,git,0
1036,https://github.com/Rapptz/discord.py,git,0
1037,https://github.com/RasaHQ/rasa_core,git,0
1038,https://github.com/ReactiveX/RxPY,git,0
1039,https://github.com/Rochester-NRT/RocAlphaGo,git,0
1040,https://github.com/RocketMap/RocketMap,git,0
1041,https://github.com/Russell91/pythonpy,git,0
1042,https://github.com/Sentdex/pygta5,git,0
1043,https://github.com/ShangtongZhang/reinforcement-learning-an-introduction,git,0
1044,https://github.com/Shougo/deoplete.nvim,git,0
1045,https://github.com/SirVer/ultisnips,git,0
1046,https://github.com/SpiderLabs/Responder,git,0
1047,https://github.com/StackStorm/st2,git,0
1048,https://github.com/StevenBlack/hosts,git,1
1049,https://github.com/SublimeCodeIntel/SublimeCodeIntel,git,0
1050,https://github.com/SublimeText-Markdown/MarkdownEditing,git,0
1051,https://github.com/Supervisor/supervisor,git,0
1052,https://github.com/Tautulli/Tautulli,git,0
1053,https://github.com/Theano/Theano,git,0
1054,https://github.com/Tribler/tribler,git,0
1055,https://github.com/Uberi/speech_recognition,git,0
1056,https://github.com/Urinx/WeixinBot,git,0
1057,https://github.com/WenDesi/lihang_book_algorithm,git,0
1058,https://github.com/Wookai/paper-tips-and-tricks,git,0
1059,https://github.com/XX-net/XX-Net,git,0
1060,https://github.com/Yelp/dumb-init,git,0
1061,https://github.com/Yelp/elastalert,git,0
1062,https://github.com/Yelp/mrjob,git,1
1063,https://github.com/Zulko/moviepy,git,0
1064,https://github.com/aaugustin/websockets,git,0
1065,https://github.com/aboul3la/Sublist3r,git,0
1066,https://github.com/achael/eht-imaging,git,0
1067,https://github.com/adamchainz/django-cors-headers,git,0
1068,https://github.com/ageitgey/face_recognition,git,0
1069,https://github.com/aio-libs/aiohttp,git,0
1070,https://github.com/airbnb/knowledge-repo,git,0
1071,https://github.com/ajalt/fuckitpy,git,0
1072,https://github.com/ajenti/ajenti,git,0
1073,https://github.com/aleju/imgaug,git,0
1074,https://github.com/alexjc/neural-doodle,git,0
1075,https://github.com/alicevision/meshroom,git,0
1076,https://github.com/allenai/allennlp,git,0
1077,https://github.com/altair-viz/altair,git,0
1078,https://github.com/amoffat/sh,git,0
1079,https://github.com/amperser/proselint,git,0
1080,https://github.com/amueller/word_cloud,git,0
1081,https://github.com/andelf/fuck12306,git,0
1082,https://github.com/andresriancho/w3af,git,1
1083,https://github.com/androguard/androguard,git,0
1084,https://github.com/andymccurdy/redis-py,git,0
1085,https://github.com/angr/angr,git,0
1086,https://github.com/anishathalye/dotbot,git,1
1087,https://github.com/anishathalye/git-remote-dropbox,git,1
1088,https://github.com/anishathalye/neural-style,git,0
1089,https://github.com/ansible/ansible,git,0
1090,https://github.com/ansible/ansible-container,git,0
1091,https://github.com/ansible/awx,git,0
1092,https://github.com/aosp-mirror/platform_development,git,0
1093,https://github.com/apache/incubator-mxnet,git,0
1094,https://github.com/apenwarr/sshuttle,git,1
1095,https://github.com/apprenticeharper/DeDRM_tools,git,0
1096,https://github.com/arielf/weight-loss,git,0
1097,https://github.com/arthepsy/ssh-audit,git,0
1098,https://github.com/asciimoo/drawille,git,0
1099,https://github.com/asciimoo/searx,git,0
1100,https://github.com/asciinema/asciinema,git,0
1101,https://github.com/asweigart/pyautogui,git,0
1102,https://github.com/automl/auto-sklearn,git,0
1103,https://github.com/avinassh/rockstar,git,0
1104,https://github.com/awentzonline/image-analogies,git,0
1105,https://github.com/aws/aws-cli,git,1
1106,https://github.com/aws/chalice,git,0
1107,https://github.com/awslabs/aws-sam-cli,git,0
1108,https://github.com/awslabs/aws-shell,git,0
1109,https://github.com/awslabs/serverless-application-model,git,0
1110,https://github.com/aymericdamien/TopDeepLearning,git,0
1111,https://github.com/aziz/PlainTasks,git,0
1112,https://github.com/b-ryan/powerline-shell,git,0
1113,https://github.com/bbfamily/abu,git,0
1114,https://github.com/bear/python-twitter,git,0
1115,https://github.com/beetbox/beets,git,0
1116,https://github.com/belluzj/fantasque-sans,git,0
1117,https://github.com/benoitc/gunicorn,git,0
1118,https://github.com/bigchaindb/bigchaindb,git,0
1119,https://github.com/billryan/algorithm-exercise,git,0
1120,https://github.com/binux/pyspider,git,0
1121,https://github.com/bitcoin/bips,git,0
1122,https://github.com/bitcoinbook/bitcoinbook,git,0
1123,https://github.com/blaze/blaze,git,0
1124,https://github.com/bndr/pipreqs,git,0
1125,https://github.com/bokeh/bokeh,git,0
1126,https://github.com/boto/boto,git,0
1127,https://github.com/boto/boto3,git,0
1128,https://github.com/bottlepy/bottle,git,1
1129,https://github.com/bowenpay/wechat-spider,git,0
1130,https://github.com/brennerm/PyTricks,git,0
1131,https://github.com/brightmart/text_classification,git,0
1132,https://github.com/brython-dev/brython,git,0
1133,https://github.com/buildbot/buildbot,git,1
1134,https://github.com/bup/bup,git,1
1135,https://github.com/burnash/gspread,git,0
1136,https://github.com/byt3bl33d3r/CrackMapExec,git,0
1137,https://github.com/byt3bl33d3r/MITMf,git,0
1138,https://github.com/carltongibson/django-filter,git,0
1139,https://github.com/celery/celery,git,0
1140,https://github.com/cemoody/lda2vec,git,0
1141,https://github.com/certbot/certbot,git,0
1142,https://github.com/chrippa/livestreamer,git,0
1143,https://github.com/chriskiehl/Gooey,git,0
1144,https://github.com/chrissimpkins/Crunch,git,0
1145,https://github.com/chrissimpkins/codeface,git,0
1146,https://github.com/christabor/flask_jsondash,git,0
1147,https://github.com/chubin/cheat.sh,git,0
1148,https://github.com/chubin/wttr.in,git,0
1149,https://github.com/ckan/ckan,git,0
1150,https://github.com/clips/pattern,git,0
1151,https://github.com/cloudera/hue,git,0
